id,lat,lon,name,city,state
30154935,33.4354725,-112.0014353,Terminal 4 Garage,Phoenix,Arizona
30169925,33.4372172,-112.0138881,Terminal 2 Garage,Phoenix,Arizona
30407351,33.4230163,-111.9343063,Fulton Center Parking Structure,Phoenix,Arizona
30420080,33.424729,-111.9361268,University Towers Parking Structure,Phoenix,Arizona
30421664,33.4284154,-111.923606,Parking 30421664,Phoenix,Arizona
30694862,33.4495718,-112.0928547,Parking 30694862,Phoenix,Arizona
30704369,33.4487744,-112.086522,State of Arizona parking structure,Phoenix,Arizona
30704400,33.4462928,-112.0925314,State of Arizona parking structure,Phoenix,Arizona
30704434,33.450252,-112.0977257,State of Arizona parking structure,Phoenix,Arizona
30720488,33.4488583,-112.0853284,State of Arizona parking structure,Phoenix,Arizona
32506240,33.5853953,-112.066274,Parking 32506240,Phoenix,Arizona
32506271,33.5834605,-112.0670309,Parking 32506271,Phoenix,Arizona
32506278,33.5810393,-112.0657985,Parking 32506278,Phoenix,Arizona
32506280,33.5827113,-112.0659917,Parking 32506280,Phoenix,Arizona
32506308,33.5890416,-112.0651632,Parking 32506308,Phoenix,Arizona
32506311,33.5813464,-112.0674063,Parking 32506311,Phoenix,Arizona
32894821,33.6272498,-112.0481666,Parking 32894821,Phoenix,Arizona
32938924,33.5715874,-112.0555105,Parking 32938924,Phoenix,Arizona
32946682,33.5668509,-112.0570109,Parking 32946682,Phoenix,Arizona
32946832,33.5663093,-112.0631808,Parking 32946832,Phoenix,Arizona
33057784,33.5748492,-112.0647486,Sunnyslope Post Office Parking,Phoenix,Arizona
33168190,33.6068597,-112.0677668,Parking 33168190,Phoenix,Arizona
33261703,33.5573109,-112.0402986,Parking 33261703,Phoenix,Arizona
33415208,33.5645334,-112.0597634,Parking 33415208,Phoenix,Arizona
33543642,33.5975864,-112.0063451,Parking 33543642,Phoenix,Arizona
33544349,33.5896359,-112.0394778,Parking 33544349,Phoenix,Arizona
33803132,33.5423478,-112.03948,Parking 33803132,Phoenix,Arizona
33859439,33.5408687,-112.019396,Parking 33859439,Phoenix,Arizona
33859444,33.5419756,-112.018665,Parking 33859444,Phoenix,Arizona
33859468,33.541231,-112.0180254,Parking 33859468,Phoenix,Arizona
33868548,33.5735429,-112.0609984,Parking 33868548,Phoenix,Arizona
33868661,33.573399,-112.0625688,Parking 33868661,Phoenix,Arizona
33868913,33.5743426,-112.0626046,Parking 33868913,Phoenix,Arizona
33869431,33.5421682,-112.0163161,Parking 33869431,Phoenix,Arizona
33869541,33.539532,-112.0229989,Parking 33869541,Phoenix,Arizona
33869560,33.5378685,-112.0250502,Parking 33869560,Phoenix,Arizona
33869731,33.6541923,-111.9981685,Parking 33869731,Phoenix,Arizona
34228283,33.5667868,-112.0785959,Parking 34228283,Phoenix,Arizona
34579778,33.531832,-112.036197,Parking 34579778,Phoenix,Arizona
34580075,33.5312381,-112.0349943,Parking 34580075,Phoenix,Arizona
34580250,33.4629974,-111.9449056,Parking 34580250,Phoenix,Arizona
34722635,33.5772845,-112.0819221,Parking 34722635,Phoenix,Arizona
34722639,33.5789324,-112.081738,Parking 34722639,Phoenix,Arizona
34744574,33.5817077,-112.0843285,Parking 34744574,Phoenix,Arizona
34744582,33.580306,-112.083154,Parking 34744582,Phoenix,Arizona
34744863,33.5793019,-112.0841081,Parking 34744863,Phoenix,Arizona
34766826,33.4063542,-111.9624147,Parking 34766826,Phoenix,Arizona
35799524,33.5323462,-112.0124061,Parking 35799524,Phoenix,Arizona
37057882,33.4445507,-112.0813151,Jackson Street Garage,Phoenix,Arizona
37057888,33.4510712,-112.0747066,21 Van Buren Parking,Phoenix,Arizona
37057891,33.4531264,-112.0706056,Parking 37057891,Phoenix,Arizona
37057906,33.4520235,-112.076036,Parking 37057906,Phoenix,Arizona
37057915,33.4463866,-112.0746022,Parking Garage,Phoenix,Arizona
37057920,33.4456491,-112.0693753,Jackson Street Garage,Phoenix,Arizona
37057923,33.4474543,-112.0663041,Parking 37057923,Phoenix,Arizona
37057931,33.4499671,-112.0668769,Heritage Park Garage,Phoenix,Arizona
37057937,33.4465774,-112.079563,Maricopa County Facilities Management,Phoenix,Arizona
37057947,33.4508824,-112.0719182,Chase Tower Parking,Phoenix,Arizona
37057949,33.4490215,-112.0719044,Parking 37057949,Phoenix,Arizona
37057956,33.4529524,-112.072954,University Center Parking Garage,Phoenix,Arizona
37058004,33.4496467,-112.0789367,Parking 37058004,Phoenix,Arizona
37058125,33.4465724,-112.0807894,Parking 37058125,Phoenix,Arizona
49733625,33.3235548,-111.9753539,Parking 49733625,Phoenix,Arizona
49733631,33.3248103,-111.973439,Parking 49733631,Phoenix,Arizona
51987352,33.469038,-111.9486416,Parking 51987352,Phoenix,Arizona
51989317,33.4675549,-111.9490719,Staff Parking,Phoenix,Arizona
51989387,33.4704614,-111.9473402,Parking 51989387,Phoenix,Arizona
60863133,33.5854786,-112.030885,Parking 60863133,Phoenix,Arizona
61359166,33.5897149,-112.0176918,Parking 61359166,Phoenix,Arizona
61434281,33.5748428,-112.0087182,Parking 61434281,Phoenix,Arizona
61500010,33.5538129,-111.9343376,Parking 61500010,Phoenix,Arizona
62262617,33.5782644,-112.0134057,Parking 62262617,Phoenix,Arizona
62262658,33.59615,-112.0224244,Parking 62262658,Phoenix,Arizona
62262666,33.596179,-112.027816,Parking 62262666,Phoenix,Arizona
62265112,33.6257614,-112.0196211,Parking 62265112,Phoenix,Arizona
62326273,33.6007144,-112.0285449,Parking 62326273,Phoenix,Arizona
63919563,33.5729453,-112.0246184,Parking 63919563,Phoenix,Arizona
63919564,33.5721558,-112.0245698,Parking 63919564,Phoenix,Arizona
63919565,33.5710133,-112.02691,Parking 63919565,Phoenix,Arizona
63919636,33.5734134,-112.0233665,Parking 63919636,Phoenix,Arizona
63919719,33.5747905,-112.0221446,Parking 63919719,Phoenix,Arizona
63928297,33.5757188,-112.0124416,Parking 63928297,Phoenix,Arizona
63928303,33.5758533,-112.0120636,Parking 63928303,Phoenix,Arizona
63940036,33.5832114,-112.0215226,Parking 63940036,Phoenix,Arizona
63940037,33.5826316,-112.0195714,Parking 63940037,Phoenix,Arizona
63940038,33.5829528,-112.0172188,Parking 63940038,Phoenix,Arizona
63940039,33.5837839,-112.0172388,Parking 63940039,Phoenix,Arizona
63940350,33.5977394,-112.0384055,Parking 63940350,Phoenix,Arizona
63940351,33.5979951,-112.036446,Parking 63940351,Phoenix,Arizona
64884789,33.6042869,-111.985676,Parking 64884789,Phoenix,Arizona
64888570,33.6007115,-111.9888732,Parking 64888570,Phoenix,Arizona
64888586,33.5992267,-111.979268,Parking 64888586,Phoenix,Arizona
64888622,33.6037776,-111.9836622,Parking 64888622,Phoenix,Arizona
65015456,33.4154926,-111.9340292,Apache Parking Structure,Phoenix,Arizona
65158193,33.4802757,-112.1844527,Parking 65158193,Phoenix,Arizona
65158205,33.4792432,-112.185964,Parking 65158205,Phoenix,Arizona
65158214,33.4725197,-112.1780576,Parking 65158214,Phoenix,Arizona
65158223,33.4729795,-112.1786689,Parking 65158223,Phoenix,Arizona
65200245,33.4163033,-111.9357322,Parking 65200245,Phoenix,Arizona
65381795,33.414368,-111.9333549,Parking 65381795,Phoenix,Arizona
65565689,33.5835796,-112.0220446,Parking 65565689,Phoenix,Arizona
65565724,33.5825567,-112.0229169,Parking 65565724,Phoenix,Arizona
65583752,33.5903975,-111.9911616,Parking 65583752,Phoenix,Arizona
65583756,33.587615,-111.9948562,Parking 65583756,Phoenix,Arizona
65592082,33.5818685,-112.0147152,Parking 65592082,Phoenix,Arizona
65592206,33.5819172,-111.9791113,Parking 65592206,Phoenix,Arizona
65727431,33.506999,-112.0449098,Parking 65727431,Phoenix,Arizona
65742589,33.5962868,-111.9773813,Parking 65742589,Phoenix,Arizona
66166087,33.4600597,-112.1946244,Parking 66166087,Phoenix,Arizona
66166160,33.4589698,-112.194405,Parking 66166160,Phoenix,Arizona
66509429,33.4711501,-112.153622,Parking 66509429,Phoenix,Arizona
66535152,33.6184941,-112.0428888,Parking 66535152,Phoenix,Arizona
66538271,33.5989138,-112.038438,Parking 66538271,Phoenix,Arizona
66584655,33.5084074,-112.014147,Parking 66584655,Phoenix,Arizona
66584975,33.5105642,-112.0238958,Parking 66584975,Phoenix,Arizona
66585023,33.510888,-112.0217153,Parking 66585023,Phoenix,Arizona
66585479,33.506706,-112.0331006,Parking 66585479,Phoenix,Arizona
66585559,33.5064045,-112.0365619,Parking 66585559,Phoenix,Arizona
66585872,33.5087396,-112.0435396,Parking 66585872,Phoenix,Arizona
66585875,33.5087139,-112.0400891,Parking 66585875,Phoenix,Arizona
66585880,33.5065401,-112.0400091,Parking 66585880,Phoenix,Arizona
66585895,33.5078075,-112.0437336,Parking 66585895,Phoenix,Arizona
66585901,33.5060422,-112.0423023,Parking 66585901,Phoenix,Arizona
66585905,33.5067608,-112.0435197,Parking 66585905,Phoenix,Arizona
66585908,33.5084946,-112.0421138,Parking 66585908,Phoenix,Arizona
67052314,33.6123138,-112.0360567,Parking 67052314,Phoenix,Arizona
67052327,33.6118286,-112.0343358,Parking 67052327,Phoenix,Arizona
67052354,33.614492,-112.0353147,Parking 67052354,Phoenix,Arizona
67052361,33.6139874,-112.0354653,Parking 67052361,Phoenix,Arizona
67070022,33.6086163,-112.0667625,Parking 67070022,Phoenix,Arizona
67070028,33.6084028,-112.0640037,Parking 67070028,Phoenix,Arizona
67070029,33.6088885,-112.0661146,Parking 67070029,Phoenix,Arizona
67078913,33.6037543,-112.0372093,Parking 67078913,Phoenix,Arizona
67078917,33.6045174,-112.0372987,Parking 67078917,Phoenix,Arizona
67085432,33.6332367,-112.012557,Parking 67085432,Phoenix,Arizona
67121977,33.674182,-111.9793641,Parking 67121977,Phoenix,Arizona
67122005,33.6776183,-111.9756223,Parking 67122005,Phoenix,Arizona
67122006,33.6785924,-111.9761271,Parking 67122006,Phoenix,Arizona
67122007,33.6756604,-111.9758887,Parking 67122007,Phoenix,Arizona
67122008,33.6746593,-111.9725521,Parking 67122008,Phoenix,Arizona
67122009,33.6744668,-111.9762083,Parking 67122009,Phoenix,Arizona
67122010,33.6771902,-111.9717417,Parking 67122010,Phoenix,Arizona
67123010,33.6878661,-111.9804001,Parking 67123010,Phoenix,Arizona
67123012,33.6893455,-111.979816,Parking 67123012,Phoenix,Arizona
67123013,33.689965,-111.9793615,Parking 67123013,Phoenix,Arizona
67123014,33.6911657,-111.9800931,Parking 67123014,Phoenix,Arizona
67215244,33.5511608,-111.9239955,Parking 67215244,Phoenix,Arizona
68170944,33.6587616,-111.9322478,Parking 68170944,Phoenix,Arizona
68295529,33.5704726,-112.1127566,Parking 68295529,Phoenix,Arizona
70431214,33.5948147,-111.9791444,Parking 70431214,Phoenix,Arizona
70431215,33.599002,-111.9859038,Parking 70431215,Phoenix,Arizona
70431217,33.5983866,-111.9826519,Parking 70431217,Phoenix,Arizona
70431221,33.5797641,-111.978367,Parking 70431221,Phoenix,Arizona
70431225,33.584461,-111.9788906,Parking 70431225,Phoenix,Arizona
70431227,33.5845527,-111.9757724,Parking 70431227,Phoenix,Arizona
70431228,33.5833379,-111.977139,Parking 70431228,Phoenix,Arizona
71277345,33.6229675,-111.9590575,Parking 71277345,Phoenix,Arizona
71277390,33.6266883,-112.0028523,Parking 71277390,Phoenix,Arizona
71366276,33.6416995,-111.9987716,Parking 71366276,Phoenix,Arizona
71366277,33.6426246,-111.9967384,Parking 71366277,Phoenix,Arizona
71401384,33.6484522,-111.9854256,Parking 71401384,Phoenix,Arizona
71401391,33.6531985,-111.9981273,Parking 71401391,Phoenix,Arizona
71401394,33.6537066,-111.9994584,Parking 71401394,Phoenix,Arizona
71401396,33.6541212,-111.9974831,Parking 71401396,Phoenix,Arizona
71401401,33.6503951,-111.9986617,Parking 71401401,Phoenix,Arizona
71401405,33.652531,-111.9968877,Parking 71401405,Phoenix,Arizona
71401408,33.6516253,-111.997373,Parking 71401408,Phoenix,Arizona
71401409,33.6506927,-111.9983567,Parking 71401409,Phoenix,Arizona
71401410,33.6502265,-111.99763,Parking 71401410,Phoenix,Arizona
71401411,33.6485698,-111.9999978,Parking 71401411,Phoenix,Arizona
71401412,33.649082,-111.9993078,Parking 71401412,Phoenix,Arizona
71401413,33.6459756,-111.9975122,Parking 71401413,Phoenix,Arizona
71401414,33.6448824,-111.9973309,Parking 71401414,Phoenix,Arizona
71401423,33.6466951,-111.9984068,Parking 71401423,Phoenix,Arizona
71401425,33.6469162,-111.9977536,Parking 71401425,Phoenix,Arizona
71401448,33.6486165,-111.9974961,Parking 71401448,Phoenix,Arizona
72880948,33.4765351,-112.2007021,Parking 72880948,Phoenix,Arizona
72880949,33.4765438,-112.2000035,Parking 72880949,Phoenix,Arizona
72880973,33.4740847,-112.1925815,Parking 72880973,Phoenix,Arizona
72881007,33.4743268,-112.2010564,Parking 72881007,Phoenix,Arizona
72881013,33.472307,-112.1990603,Parking 72881013,Phoenix,Arizona
72881023,33.4758723,-112.194441,Parking 72881023,Phoenix,Arizona
73068349,33.4798956,-112.1831893,Parking 73068349,Phoenix,Arizona
73291918,33.474827,-112.1882535,Parking 73291918,Phoenix,Arizona
76505690,33.4871104,-112.1802687,Parking 76505690,Phoenix,Arizona
76526282,33.490529,-112.1943565,Parking 76526282,Phoenix,Arizona
76618062,33.4903674,-112.18408,Parking 76618062,Phoenix,Arizona
76618072,33.4893282,-112.1839351,Parking 76618072,Phoenix,Arizona
76618076,33.4904434,-112.1848015,Parking 76618076,Phoenix,Arizona
76618105,33.4904545,-112.1857859,Parking 76618105,Phoenix,Arizona
76618121,33.4892056,-112.1820656,Parking 76618121,Phoenix,Arizona
76619748,33.4880866,-112.1841635,Parking 76619748,Phoenix,Arizona
76653263,33.51139,-112.0172582,Parking 76653263,Phoenix,Arizona
76653288,33.5112404,-112.0114303,Parking 76653288,Phoenix,Arizona
76653296,33.511392,-112.0161902,Parking 76653296,Phoenix,Arizona
76653298,33.5112692,-112.0171268,Parking 76653298,Phoenix,Arizona
76653300,33.5112044,-112.0169605,Parking 76653300,Phoenix,Arizona
76656466,33.3510758,-112.073834,Parking 76656466,Phoenix,Arizona
76656477,33.3510826,-112.0758268,Parking 76656477,Phoenix,Arizona
76656479,33.3511861,-112.0761268,Parking 76656479,Phoenix,Arizona
76656535,33.3519048,-112.0710874,Parking 76656535,Phoenix,Arizona
76694935,33.4864922,-112.1707999,Parking 76694935,Phoenix,Arizona
76694939,33.4849308,-112.1708038,Parking 76694939,Phoenix,Arizona
77438604,33.5647562,-112.073525,Parking 77438604,Phoenix,Arizona
77438609,33.5667177,-112.0748241,Sunnyslope High School,Phoenix,Arizona
77438624,33.5674829,-112.0767438,Parking 77438624,Phoenix,Arizona
77711317,33.7582207,-111.9856212,Parking 77711317,Phoenix,Arizona
77848929,33.6234935,-111.9302015,Parking 77848929,Phoenix,Arizona
77848935,33.6235512,-111.926828,Parking 77848935,Phoenix,Arizona
77848936,33.6231832,-111.9286695,Parking 77848936,Phoenix,Arizona
77848940,33.6251473,-111.9291057,Parking 77848940,Phoenix,Arizona
78388944,33.6407079,-111.9088446,Parking 78388944,Phoenix,Arizona
81646225,33.5498699,-111.9201005,Parking 81646225,Phoenix,Arizona
82154210,33.6107795,-112.0434276,Parking 82154210,Phoenix,Arizona
82162090,33.6556795,-112.0148212,Parking 82162090,Phoenix,Arizona
82162091,33.6556648,-112.0128744,Parking 82162091,Phoenix,Arizona
82652717,33.6048854,-111.953789,Parking 82652717,Phoenix,Arizona
82652722,33.607164,-111.9539767,Parking 82652722,Phoenix,Arizona
82695701,33.590139,-112.0048083,Parking 82695701,Phoenix,Arizona
82695702,33.5907697,-112.0041779,Parking 82695702,Phoenix,Arizona
82695703,33.5901006,-112.0034353,Parking 82695703,Phoenix,Arizona
82697518,33.6253929,-111.9995274,Parking 82697518,Phoenix,Arizona
82697529,33.6233098,-111.9998715,Parking 82697529,Phoenix,Arizona
82698802,33.6355158,-112.0376347,Parking 82698802,Phoenix,Arizona
84673953,33.5060288,-112.0718507,Parking 84673953,Phoenix,Arizona
84689594,33.5059446,-112.0691636,Parking 84689594,Phoenix,Arizona
84689701,33.5069041,-112.0729732,Parking 84689701,Phoenix,Arizona
84689921,33.5097626,-112.0746329,Parking 84689921,Phoenix,Arizona
84690890,33.5034487,-112.0722554,Parking 84690890,Phoenix,Arizona
84691464,33.4743311,-112.0683766,Parking 84691464,Phoenix,Arizona
84868141,33.6544284,-112.0073924,Parking 84868141,Phoenix,Arizona
84970177,33.4500625,-112.0798435,Parking 84970177,Phoenix,Arizona
84970178,33.4506494,-112.0808468,Parking 84970178,Phoenix,Arizona
85126397,33.5521755,-112.0723645,Parking 85126397,Phoenix,Arizona
85131996,33.5555778,-112.0452601,Parking 85131996,Phoenix,Arizona
87651133,33.3792401,-111.971708,Parking 87651133,Phoenix,Arizona
92490758,33.3663456,-112.0306475,Parking 92490758,Phoenix,Arizona
92789869,33.3743049,-111.9855311,Parking 92789869,Phoenix,Arizona
93357660,33.6975457,-112.177463,Parking 93357660,Phoenix,Arizona
93556586,33.6930749,-112.2026295,Parking 93556586,Phoenix,Arizona
93556588,33.6890353,-112.1896278,Parking 93556588,Phoenix,Arizona
93556589,33.693651,-112.1998966,Parking 93556589,Phoenix,Arizona
93556591,33.6921413,-112.1977036,Parking 93556591,Phoenix,Arizona
93556592,33.690812,-112.1890662,Parking 93556592,Phoenix,Arizona
93556593,33.6927437,-112.1913437,Parking 93556593,Phoenix,Arizona
93556595,33.6938596,-112.19184,Parking 93556595,Phoenix,Arizona
93556993,33.6910657,-112.1905734,Parking 93556993,Phoenix,Arizona
93556994,33.6916896,-112.1907327,Parking 93556994,Phoenix,Arizona
94060663,33.7333934,-112.1434711,Parking 94060663,Phoenix,Arizona
95661956,33.5088669,-111.9857025,Parking 95661956,Phoenix,Arizona
96319129,33.4430315,-112.0035244,Parking 96319129,Phoenix,Arizona
96319148,33.4379724,-111.9873043,East Cell Phone Lot,Phoenix,Arizona
96322831,33.6036425,-112.0119768,Parking 96322831,Phoenix,Arizona
96322842,33.5955992,-112.0139002,Parking 96322842,Phoenix,Arizona
96322846,33.6173672,-112.0129951,Parking 96322846,Phoenix,Arizona
96322858,33.586726,-112.0226053,Parking 96322858,Phoenix,Arizona
96326161,33.6525391,-111.927024,Parking 96326161,Phoenix,Arizona
96326169,33.6529779,-111.9285939,Parking 96326169,Phoenix,Arizona
97516788,33.4753016,-112.0747451,Parking 97516788,Phoenix,Arizona
97516789,33.4712175,-112.0750775,Parking 97516789,Phoenix,Arizona
97516792,33.4702598,-112.0751882,Parking 97516792,Phoenix,Arizona
97516794,33.4684483,-112.0753068,Parking 97516794,Phoenix,Arizona
97516813,33.4784704,-112.0748309,Parking 97516813,Phoenix,Arizona
97516816,33.4770902,-112.0749042,Parking 97516816,Phoenix,Arizona
97516819,33.4828173,-112.0812078,5th Avenue Garage,Phoenix,Arizona
97516820,33.4817143,-112.0771448,Third Avenue Garage,Phoenix,Arizona
97516821,33.4818937,-112.0755602,Parking 97516821,Phoenix,Arizona
97516856,33.5106331,-112.0843955,Parking 97516856,Phoenix,Arizona
97516862,33.5098923,-112.0835756,Parking 97516862,Phoenix,Arizona
97516963,33.5258056,-112.0835584,Parking 97516963,Phoenix,Arizona
97516968,33.524268,-112.0840558,Parking 97516968,Phoenix,Arizona
97516969,33.5373925,-112.0817058,Parking 97516969,Phoenix,Arizona
97516984,33.5357177,-112.08442,Parking 97516984,Phoenix,Arizona
97517007,33.5389652,-112.0835221,Parking 97517007,Phoenix,Arizona
97517985,33.4490343,-112.0757845,Parking 97517985,Phoenix,Arizona
97574384,33.6968617,-112.1635026,Parking 97574384,Phoenix,Arizona
97575702,33.6932015,-112.150723,Parking 97575702,Phoenix,Arizona
97590088,33.6957123,-112.1514575,Parking 97590088,Phoenix,Arizona
97600300,33.6971265,-112.1430516,Parking 97600300,Phoenix,Arizona
97600895,33.6971296,-112.1311116,Parking 97600895,Phoenix,Arizona
97600900,33.6965872,-112.1334643,Parking 97600900,Phoenix,Arizona
98276244,33.7164578,-112.1393557,Parking 98276244,Phoenix,Arizona
98276257,33.7175122,-112.1375697,Parking 98276257,Phoenix,Arizona
98331591,33.6658757,-111.9719239,Parking 98331591,Phoenix,Arizona
98331601,33.6671072,-111.9726999,Parking 98331601,Phoenix,Arizona
98567537,33.6397582,-112.0054645,Parking 98567537,Phoenix,Arizona
99010928,33.5820895,-112.0111969,Parking 99010928,Phoenix,Arizona
99010930,33.5820056,-112.0120247,Parking 99010930,Phoenix,Arizona
99010931,33.5809685,-112.0127282,Parking 99010931,Phoenix,Arizona
99139023,33.4474471,-112.07936,Parking 99139023,Phoenix,Arizona
100227492,33.4365246,-112.0581102,Parking 100227492,Phoenix,Arizona
100227494,33.4436931,-112.0680359,Chase Field Garage,Phoenix,Arizona
100227499,33.4484995,-112.0853099,Parking 100227499,Phoenix,Arizona
100227503,33.4461409,-112.0639762,Right Field Parking Garage,Phoenix,Arizona
100228605,33.4444428,-112.0733087,Parking 100228605,Phoenix,Arizona
100228609,33.4446088,-112.0705689,Parking 100228609,Phoenix,Arizona
100228610,33.4500613,-112.0783618,Parking 100228610,Phoenix,Arizona
100228611,33.444411,-112.0718725,Parking 100228611,Phoenix,Arizona
100535766,33.5674527,-112.0509395,Parking 100535766,Phoenix,Arizona
100535788,33.5666264,-112.0509469,Parking 100535788,Phoenix,Arizona
